Aleph-ID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Signatur|Fach
000548795|Meyer, Wulf-Uwe|Einführung in die Emotionspsychologie|2., überarb. Aufl.|2001|3-456-83648-1|ger|110 CP 3000 M613-1|03
001639977|Meyer-Goßner, Lutz|Strafprozessordnung|57., neu bearb. Aufl.|2014|978-3-406-66043-6|ger|110 PH 4600 M613(57)|09
000786897|Miller, Rupert G.|Grundlagen der angewandten Statistik||1996|3-486-23027-1|ger|110 SK 850 M647|11
001367574|Millet, Victor|Germanische Heldendichtung im Mittelalter||2008|978-3-11-020102-4|ger|110 GE 8573 M653|29
001353860|Mody, Bella|International and development communication|[Nachdr.]|2006|0-7619-2901-0|eng|110 AP 13950 M692|25
001369138|Moennighoff, Burkhard|Arbeitstechniken Literaturwissenschaft|13., aktualisierte Aufl|2008|978-3-8252-1582-8|ger|110 EC 1600 M693|27
000601564|Moessner, Lilo|Diachronic English linguistics||2003|3-8233-4989-9|eng|110 HE 130 M694|28
000905528|Mohr, Richard|Numerische Methoden in der Technik||1998|3-528-06988-0|ger|110 SK 900 M699|12
001402763|Moliner, María|Diccionario de uso del español|ed. abreviada, 2. ed.|2008|978-84-2493-575-7|spa|110 IM 6565 M722(2)|30
001434442|Monaco, James|Film verstehen|Überarb. und erw. Neuausg.|2009|978-3-499-62538-1|ger|110 AP 46000 M734|25
000963567|Montanari, Elke|Wie Kinder mehrsprachig aufwachsen|1. Aufl.|2000|3-86099-194-9|ger|110 ER 930 M764|27
001518044|Moosbrugger, Helfried|Testtheorie und Fragebogenkonstruktion|2., aktualisierte und überarb. Aufl.|2012|978-3-642-20071-7|ger|110 CM 3000 M825(2)|03
000779879|Moser, Klaus|Markt- und Werbepsychologie||2002|3-8017-0799-7|ger|110 QP 631 M899|08
000720602|Moxter, Adolf|Bilanzrechtsprechung|6., überarb. Aufl.|2007|978-3-16-149292-1|ger|110 QP 820 M937|08
000706858|Moxter, Adolf|Grundsätze ordnungsgemäßer Rechnungslegung||2003|3-8021-1026-9|ger|110 QP 822 M937|08
001639488|Mummendey, Hans Dieter|Die Fragebogen-Methode|6., korr. Aufl.|2014|978-3-8017-2577-8|ger|110 CS 2000 M962(6)|03
000768617|Murphy, Raymond|English grammar in use|2. ed., 5. print.|1995|0-521-43680-X|eng|110 HD 220 M978(2)|28
001222918|Murphy, Raymond|English grammar in use|3. ed., 5. print.|2005|3-12-534086-1|eng|110 HD 220 M978(3)|28
001128865|Murray, Joe\x{0308}lle|Erfolgreich bewerben auf Englisch|[Nachdr.]|2002|3-468-29937-0|ger|110 AL 43950 M981|01
001202532|Murray, Oswyn|Das frühe Griechenland|Dt. Erstausg., 5. Aufl., 23. - 25. Tsd.|1995|3-423-04400-4|ger|110 NB 1400 M981|34
001434749|Musielak, Hans-Joachim|Examenskurs BGB|2., neubearb. Aufl.|2010|978-3-406-60108-8|ger|110 PD 2700 M987 E96(2)|09
001619077|Musielak, Hans-Joachim|Grundkurs BGB|13., neu bearb. Aufl.|2013|978-3-406-65206-6|ger|110 PD 2700 M987(13)|09
001580306|Musielak, Hans-Joachim|Grundkurs ZPO|11., neubearb. Aufl.|2012|978-3-406-63617-2|ger|110 PG 455 M987(11)|09
001639966|Mächtel, Florian|Geistiges Eigentum|4., aktual. u. erw. Aufl.|2014|978-3-16-152974-0|ger|110 PE 700 M184(4)|09
001571655|Mädche, Alexander|Software for people||2012|978-3-642-31370-7|eng|110 ST 230 M184|12
000912530|Müller, Bodo|Le francais d'aujourd'hui|Éd. rév. et augm. par l'auteur|1985|2-252-02483-6|fre|110 ID 2380 M946|30
001351884|Müller, Harald|Mittelalter||2008|3-05-004366-0|ger|110 NB 1600 M946|34
001518863|Müller, Natascha|Einführung in die Mehrsprachigkeitsforschung|3., überarb. Aufl.|2011|978-3-8233-6674-4|ger|110 ER 930 M947|30
001688384|Müller, Rainer A.|Der Fürstenhof in der frühen Neuzeit|2. Aufl.|2004|3-486-56766-7|ger|110 NB 1600 M947(2)|34
001511249|Müller-Benedict, Volker|Grundkurs Statistik in den Sozialwissenschaften|5. Aufl.|2011|978-3-531-18035-9|ger|110 MR 2100 M947|06
001552680|Müller-Lancé, Johannes|Latein für Romanisten|2., aktual. Aufl.|2012|978-3-8233-6694-2|ger|110 FN 3481 M947|30
001403180|Müller-Stewens, Günter|Corporate strategy & governance||2009|978-3-7910-2854-5|ger|110 QP 341 M947|08
001016730|Müller-Thurau, Claus Peter|Die 101 häufigsten Bewerbungsfehler||2004|3-448-06212-X|ger|110 AL 43950 M947|01
001357128|Müsseler, Jochen|Allgemeine Psychologie|2., neu bearb. Aufl.|2008|978-3-8274-1780-0|ger|110 CP 1000 M948(2)|03
001491233|Nahmias, Steven|Production and operations analysis|6. ed., [internat. ed.]|2009|0-07-126370-5|eng|110 QP 500 N154(6)|08
001126279|Narr, Wolf-Dieter|Lust und Last des wissenschaftlichen Schreibens|Orig.-Ausg., 2. Aufl.|2000|3-518-29037-1|ger|110 AK 39580 N234|27
001377807|Nerius, Dieter|Deutsche Orthographie|4., neubearb. Aufl., Lizenzausg.|2007||ger|110 GC 6659 N447|29
001456746|Neubäumer, Renate|Volkswirtschaftslehre|5., vollst. überarb. Aufl.|2011|978-3-8349-1704-1|ger|110 QC 072 N477|08
001688385|Neuhaus, Helmut|Das Reich in der Frühen Neuzeit|2. Aufl.|2003|3-486-56729-2|ger|110 NB 1600 N485(2)|34
000160075|Neuland, Eva|Jugendsprache||2008|978-3-8252-2397-7|ger|110 GD 8730 N487|27
001381265|Neumann, Birgit|An introduction to the study of narrative fiction|1. Aufl.|2008|978-3-12-939541-7|eng|110 HG 505 N492|28
001509791|Neuschäfer, Hans-Jörg|Spanische Literaturgeschichte|4., aktualisierte u. erw. Aufl.|2011|978-3-476-02390-2|ger|110 IN 2260 N495(4)|30
001427315|Nevalainen, Terttu|An introduction to early modern English|Repr.|2008|0-7486-1524-5|eng|110 HF 100 N499|28
001429515|Newton, Kenneth|Foundations of comparative politics|2. ed.|2010|978-0-521-19988-9|eng|110 ME 1000 N564(2)|07
001516600|Nicholson, Walter|Theory and application of intermediate microeconomics|11th ed., Internat. ed|0|978-0-324-59949-7||110 QC 100 N629|08
001029072|Nida-Rümelin, Julian|Philosophie der Gegenwart in Einzeldarstellungen|3., neu bearb. u. aktualisierte Aufl.|2007|3-520-42303-0|ger|110 CI 1000 N664|02
001548737|Niedermair, Gerhard|Kompetenzen entwickeln, messen und bewerten||2012|978-3-85499-872-3|ger|110 DL 2000 N666|05
001688377|Niedhart, Gottfried|Geschichte Englands im 19. und 20. Jahrhundert|3., durchges. Aufl.|2004|3-406-32305-7|ger|110 NB 2000 K92-3(3)|34
001618571|Noe, Raymond A.|Fundamentals of human resource management|5. ed., internat. student ed.|2014|978-1-259-07198-0|eng|110 QV 570 N763 F981(5e)|08
001398648|Noelle-Neumann, Elisabeth|Fischer-Lexikon Publizistik Massenkommunikation|Aktualisierte, vollst. überarb. und erg. Aufl.|2009|978-3-596-18192-6|ger|110 AP 12700 N769|25
001415348|Noll, Volker|Das amerikanische Spanisch|2., aktualisierte und erw. Aufl.|2009|978-3-484-54055-2|ger|110 IM 9600 N793(2)|30
001513659|Norde, Muriel|Degrammaticalization|Repr.|2010|978-0-19-920793-0|eng|110 ET 100 N828|28
001120349|North, Michael|Deutsche Wirtschaftsgeschichte|2., völlig überarb. u. aktualisierte Aufl., Sonderausg.|2005|3-406-50266-0|ger|110 NB 2200 N866(2)|34
001547914|Northouse, Peter Guy|Leadership|6. ed.|2013|978-1-4522-0340-9|eng|110 QV 584 N876(6)|08
001198078|Nussbaumer, Markus|Was Texte sind und wie sie sein sollen||1991|3-484-31119-3|ger|110 GB 2950 N975|29
001112696|Nusser, Peter|Deutsche Literatur im Mittelalter||1992|3-520-48001-8|ger|110 GE 4001 N975|29
001347064|Nöllke, Claudia|Das Vorstellungsgespräch für Frauen||2007|978-3-448-08612-6|ger|110 AL 43950 N769|01
000835743|Nöth, Winfried|Handbuch der Semiotik||1985|3-476-00580-1|ger|110 ER 730 N772|27
000938679|Nöth, Winfried|Handbuch der Semiotik|2., vollständig neu bearb. und erw. Aufl.|2000|3-476-01226-3|ger|110 ER 730 N772(2)|27
001011486|Nünning, Ansgar|Der englische Roman des 20. Jahrhunderts|1. Aufl.|1998|3-12-939561-X|ger|110 HM 1295 N964|28
001008906|Nünning, Ansgar|Eine andere Geschichte der englischen Literatur||1996|3-88476-231-1|ger|110 HG 250 N964|28
001347602|Nünning, Ansgar|Einführung in die Kulturwissenschaften||2008|3-476-02237-4|ger|110 EC 2400 N964|27
000796417|Nünning, Ansgar|Grundbegriffe der Literaturtheorie||2004|3-476-10347-1|ger|110 EC 1820 N964|27
001045111|Nünning, Ansgar|Literaturwissenschaftliche Theorien, Modelle und Methoden|2., unveränd. Aufl.|1995|3-88476-180-3|ger|110 EC 1820 N964 L776|27
001623821|Nünning, Ansgar|Metzler-Lexikon Literatur- und Kulturtheorie|5., aktualisierte und erw. Aufl.|2013|978-3-476-02476-3|ger|110 EC 1820 N964 M596(5)|27
001377880|Nünning, Vera|Der zeitgenössische englische Roman||2007|978-3-88476-970-6|ger|110 HN 1295 N964|28
001683745|Nünning, Vera|Grundkurs anglistisch-amerikanistische Literaturwissenschaft|7. Aufl.|2008|978-3-12-939598-1|ger|110 HG 105 N964(7)|28
001619775|O'Rourke, Kevin H.|Globalization and history|[Repr.]|0|0-262-65059-2|eng|110 QM 100 O74|08
001428608|Oakland, John|British civilization|6. ed., repr.|2009|0-415-36521-X|eng|110 HD 400 O11|28
001337818|Oechsler, Jürgen|Vertragliche Schuldverhältnisse|2. Aufl.|2007|978-3-8006-3453-8|ger|110 PD 4306 O28|09
001488849|Oechsler, Walter A.|Personal und Arbeit|9., aktualisierte und überarb. Aufl.|2011|3-486-59670-5|ger|110 QV 570 O28(9)|08
001462329|Oelkers, Jürgen|Reformpädagogik|1. Aufl.|2010|978-3-7800-1015-5|ger|110 DD 4600 O28|05
001350936|Oerter, Rolf|Entwicklungspsychologie|6., vollst. überarb. Aufl.|2008|978-3-621-27607-8|ger|110 CQ 1000 O29|03
001093051|Oestreicher, Andreas|Handels- und Steuerbilanzen|6., völlig neu konzipierte Aufl.|2003|3-8005-2056-7|ger|110 QP 820 O29|08
000388079|Ohse, Dietrich|Mathematik für Wirtschaftswissenschaftler|6., verb. Aufl.|2004|978-3-8006-3123-0|ger|110 QH 110 O38(6)|11
000704960|Olfert, Klaus|Kostenrechnung|13., aktualisierte u. durchges. Aufl.|2003|3-470-51103-9|ger|110 QP 830 O45|08
001584036|Olfert, Klaus|Personalwirtschaft|15., verb. und erw. Aufl.|2012|978-3-470-54385-7|ger|110 QV 570 O45(15)|08
001639832|Olzen, Dirk|Zivilrechtliche Klausurenlehre|7., überarb. Aufl.|2012|978-3-8006-3982-3|ger|110 PD 2080 O53(7)|09
001640091|Oppermann, Thomas|Europarecht|6., völlig neu bearb. Aufl.|2014|978-3-406-64738-3|ger|110 PS 2500 O62(6)|09
001447123|Ortloff, Karsten-Michael|Öffentliches Baurecht|6., neu bearb. Aufl.|2010|978-3-406-60011-1|ger|110 PN 564 F499-2(6)|09
000913327|Osborne, Martin J.|A course in game theory|4. print.|1997|0-262-65040-1|eng|110 SK 860 O81|11
001458882|Osborne, Martin J.|An introduction to game theory|International ed.|2009|978-0-19-532248-4|eng|110 QH 430 O81|08
000905498|Osinski, Jutta|Einführung in die feministische Literaturwissenschaft||1998|3-503-03710-1|ger|110 EC 1874 O82|27
001577823|Ossenbühl, Fritz|Staatshaftungsrecht|6., neubearb. Aufl.|2013|978-3-406-64151-0|ger|110 PN 278 O84(6)|09
001370125|Ossner, Jakob|Sprachdidaktik Deutsch|2., überarb. Aufl|2008|978-3-8252-2807-1|ger|110 GB 2952 O84|29
000953482|Paech, Joachim|Literatur und Film|2., überarb. Aufl.|1997|978-3-476-12235-3|ger|110 AP 47600 P126|25
001617507|Palandt, Otto|Bürgerliches Gesetzbuch|73., neubearb. Aufl.|2014|978-3-406-64400-9|ger|110 PD 2360(73)|09
001521219|Paravicini, Werner|Die ritterlich-höfische Kultur des Mittelalters|3., um einen Nachtr. erw. Aufl.|2011|978-3-486-70416-7|ger|110 NB 1600 P224(3)|34
001119493|Paredes Chanca, Milagros|PONS - Wirtschaftswortschatz mit System - Spanisch|Aufl. A1|2006|3-12-561282-9|ger|110 IM 1505 P227|30
001088102|Pareigis, Bodo|Lineare Algebra für Informatiker||2000|3-540-67533-7|ger|110 SK 220 P227|11
001637346|Patzelt, Werner J.|Einführung in die Politikwissenschaft|7., erneut überarb. u. stark erw. Aufl.|2013|978-3-936332-10-0|ger|110 MB 1000 P322(6)|07
001023248|Paul, Hermann|Mittelhochdeutsche Grammatik|23. Aufl. / neu bearb. von Peter Wiehl ...|1989|3-484-10233-0|ger|110 GB 1599 P324(23)|29
001156316|Paul, Hermann|Mittelhochdeutsche Grammatik|25. Aufl. / neu bearb. von Thomas Klein ... Mit einer Syntax von Ingeborg Schöbler, neubearb. und erw. von Heinz-Peter Prell|2007|978-3-484-64035-1|ger|110 GB 1599 P324(25)|29
001519460|Peine, Franz-Joseph|Allgemeines Verwaltungsrecht|10., neu bearb. Aufl.|2011|978-3-8114-9780-1|ger|110 PN 225 P377(10)|09
001615715|Peine, Franz-Joseph|Klausurenkurs im Verwaltungsrecht|5., neu bearb. Aufl.|2013|978-3-8114-9323-0|ger|110 PN 223 P377(5)|09
001141963|Peine, Franz-Joseph|Öffentliches Baurecht|4., vollst. neu bearb. Aufl.|2003|3-16-148021-X|ger|110 PN 564 P377|09
001688500|Pellens, Bernhard|Internationale Rechnungslegung|9., überarb. Aufl., Stand: 29.01.2014|2014|978-3-7910-3358-7|ger|110 QP 820 P386(9)|08
000667598|Pelz, Heidrun|Linguistik|5. Aufl.|2000|3-455-10331-6|ger|110 ER 550 P393(5)|27
001051060|Perlitz, Manfred|Internationales Management|5., bearb. Aufl.|2004|3-8282-0274-8|ger|110 QP 305 P451|08
001556923|Perridon, Louis|Finanzwirtschaft der Unternehmung|16., überarb. und erw. Aufl.|2012|978-3-8006-3991-5|ger|110 QP 700 P456(16)|08
001518757|Persson, Karl Gunnar|An economic history of Europe|[Nachdr.]|2011|978-0-521-84009-5||110 QF 010 P467|08
001168734|Pervin, Lawrence A.|Persönlichkeitstheorien|4., völlig neu bearb. Aufl.|2000|3-8252-8035-7|ger|110 CR 3000 P471|03
001420478|Petersen, Jürgen H.|Einführung in die neuere deutsche Literaturwissenschaft|8., neu bearb. Aufl. / von Jürgen H. Petersen und Martina Wagner-Egelhaaf unter Mitarb. von Dieter Gutzen|2009|978-3-503-09880-4|ger|110 GE 3029 P484|29
000798202|Peterson, Larry L.|Computernetze|Dt. Ausg. der 3. amerikan. Aufl.|2004|3-89864-242-9|ger|110 ST 200 P485|12
000928726|Pfister, Manfred|Das Drama|11. Aufl., erw. und bibliogr. aktualisierter Nachdr. der durchges. und erg. Aufl. 1988|2001|3-8252-0580-0|ger|110 EC 4700 P529(11)|27
000850275|Pflaumer, Peter|Statistik für Wirtschafts- und Sozialwissenschaften: induktive Statistik||2001|3-486-24015-3|ger|110 SK 850 P531|11
001371204|Phillips, Deborah|Longman introductory course for the TOEFL test|2. ed., rev. ed. of 2004|2009|978-0-13-713578-3|eng|110 HD 220 P558(2e)|28
001568474|Picker, Ruth|Applying international financial reporting standards|3. ed.|2013|978-0-7303-0212-4|eng|110 QP 820 P595(3)|08
001047820|Piepenbrink, Karen|Das Altertum||2006|3-17-018971-9|ger|110 NB 1400 P614|34
001686812|Pierce, Douglas|Cracking the TOEFL iBT|2014 ed.|2013|978-0-307-94560-0|eng|110 HD 220 P615(2014e)|28
001507020|Pieroth, Bodo|Hausarbeit im Staatsrecht|2., neu bearb. Aufl.|2011|978-3-8114-9831-0|ger|110 PL 373 P619(2)|09
001575777|Pieroth, Bodo|Polizei- und Ordnungsrecht|7. Aufl., [Stand: Juni 2012]|2012|978-3-406-64345-3|ger|110 PN 355 P619(7)|09
001454789|Pierson, Matthias|Recht des geistigen Eigentums|2., aktualisierte und erg. Aufl.|2010|978-3-8006-3741-6|ger|110 PE 703 P624|09
001556226|Pindyck, Robert S.|Microeconomics|8. ed., international ed.|2013|978-0-13-304170-5|eng|110 QC 100 P648(8e)|08
001618150|Pindyck, Robert S.|Mikroökonomie|8., aktualis. Aufl.|2013|978-3-86894-167-8|ger|110 QC 100 P648(8)|08
001596393|Pinel, John P. J.|Biopsychologie|8., aktualisierte Auflage|2012|978-3-86894-145-6|ger|110 CZ 1000 P651(8)|03
001377289|Pittner, Karin|Deutsche Syntax|3., aktualisierte Aufl.|2008|978-3-8233-6450-4|ger|110 GC 7123 P689|29
000866888|Plachky, Detlef|Einführung in die Grundbegriffe der Wahrscheinlichkeitstheorie und mathematischen Statistik||2000|3-486-25469-3|ger|110 SK 800 P697|11
000585820|Plag, Ingo|Introduction to English linguistics||2007|978-3-11-018969-8|eng|110 HF 100 P698|28
001379362|Plag, Ingo|Word-formation in English|4. print.|2008|978-0-521-52563-3|eng|110 HF 240 P698|28
001522667|Plate, Jürgen|Das gesamte examensrelevante Zivilrecht|5., neu bearb. und erw. Aufl.|2011|978-3-642-21006-8|ger|110 PD 2700 P716(5)|09
001544534|Plato, Robert|Numerische Mathematik kompakt|4., aktualisierte Aufl.|2010|978-3-8348-1018-2|ger|110 SK 900 P718(4)|11
000331471|Polenz, Peter von|Deutsche Sprachgeschichte vom Spätmittelalter bis zur Gegenwart||1994|3-11-013436-5|ger|110 GC 5865 P765-2|29
000597977|Polenz, Peter von|Deutsche Sprachgeschichte vom Spätmittelalter bis zur Gegenwart||1999|3-11-014344-5|ger|110 GC 5865 P765-3|29
000725265|Pompino-Marschall, Bernd|Einführung in die Phonetik||1995|3-11-014763-7|ger|110 ET 200 P789|27
001641499|Porst, Rolf|Fragebogen|4., erw. Aufl.|2014|978-3-658-02117-7|ger|110 MR 2500 P838(4)|06
000894427|Porter, Michael E.|Wettbewerbsstrategie|10., durchges. u. erw. Aufl.|1999|3-593-36177-9|ger|110 QP 300 F953-4|08
000768988|Porter, Michael E.|Wettbewerbsvorteile|6. Aufl.|2000|3-593-36178-7|ger|110 QR 200 P847|08
001566950|Powell, Mark|In company - upper intermediate|[Nachdr.]|2008|978-0-333-95737-0|eng|110 HD 232 P885|28
001362990|Prechtl, Peter|Metzler-Lexikon Philosophie|3., erw. und aktualisierte Aufl.|2008|978-3-476-02187-8|ger|110 CB 3500 P923|02
001639822|Preis, Ulrich|Die Examensklausur|5., überarb. und erw. Aufl.|2013|978-3-8006-4655-5|ger|110 PC 5750 P924(5)|09
001033738|Prem, Hanns J.|Geschichte Altamerikas|2., völlig überarb. Aufl.|2008|978-3-486-53032-2|ger|110 NB 1200 P925(2)|34
001641496|Przyborski, Aglaja|Qualitative Sozialforschung|4., erw. Aufl.|2014|978-3-486-70892-9|ger|110 MR 2000 P973(4)|06
001635523|Prütting, Hanns|Sachenrecht|35., neu bearb. Aufl. des von Friedrich Lent begr. und von Karl Heinz Schwab fortgef. Werkes|2014|978-3-406-65306-3|ger|110 PD 6206 P971(35)|09
001434363|Puttkamer, Joachim von|Ostmitteleuropa im 19. und 20. Jahrhundert||2010|978-3-486-58169-0|ger|110 NB 2000 P993|34
001612545|Pöckl, Wolfgang|Einführung in die romanische Sprachwissenschaft|5., aktualisierte Aufl.|2013|978-3-11-031013-9|ger|110 IB 1100 P743(5)|30
001106460|Pöll, Bernhard|Französisch außerhalb Frankreichs||1998|3-484-54042-7||110 ID 2785 P744|30
000801799|Pörings, Ralf|Sprache und Sprachwissenschaft|2., überarb. und aktualisierte Aufl.|2003|3-8233-6036-1|ger|110 ER 550 P745|27
001049955|Püttjer, Christian|Die Bewerbungsmappe mit Profil für die erfolgreiche Initiativbewerbung|3., aktualisierte Aufl.|2006|3-593-37939-2|ger|110 AL 43950 P977 E67|01
001683145|Püttjer, Christian|Die besten Bewerbungsvorlagen für Hochschulabsolventen|2., aktualisierte Aufl.|2011|978-3-593-39369-8|ger|110 AL 43950 P977 P438(2)|01
001683135|Püttjer, Christian|Ihre beste Bewerbung|4., überarb. Aufl.|2011|978-3-593-39368-1|ger|110 AL 43950 P977 B561(4)|01
001345851|Püttjer, Christian|Professionelle Bewerbungsberatung für Hochschulabsolventen|3., aktualisierte. u. überarb. Aufl.|2008|3-593-38522-8|ger|110 AL 43950 P977 P964|01
001082244|Püttner, Günter|Kommunalrecht Baden-Württemberg|3., neubearb. Aufl.|2004|3-415-03419-4|ger|110 PN 321 P977|09
001641501|Raab-Steiner, Elisabeth|Der Fragebogen|3., aktualisierte und überarb. Aufl.|2012|978-3-8252-8496-1|ger|110 MR 2500 R111(3)|06
001553820|Rabe-Hesketh, Sophia|Multilevel and longitudinal modeling using Stata|3. ed.|2012|978-1-59718-103-7|eng|110 MR 2200 R114-1(3e)|06
001553821|Rabe-Hesketh, Sophia|Multilevel and longitudinal modeling using Stata|3. ed.|2012|978-1-59718-104-4|eng|110 MR 2200 R114-2(3e)|06
001409876|Radford, Andrew|Linguistics|2. ed.|2009|978-0-521-84948-7|eng|110 ER 550 R128|27
001377997|Raithel, Jürgen|Quantitative Forschung|2., durchges. Aufl.|2008|978-3-531-16181-5|ger|110 MS 2000 R161|06
001640265|Rasinger, Sebastian M.|Quantitative research in linguistics|2nd ed.|2013|978-1-4411-1722-9|eng|110 ES 600 R224(2e)|27
001370106|Rath, Wolfgang|Die Novelle|2., überarb. und aktualisierte Aufl.|2008|978-3-8252-2122-5|ger|110 GE 6001 R234(2)|29
001402986|Rattinger, Hans|Einführung in die Politische Soziologie||2009|978-3-486-58657-2|ger|110 MS 4350 R237|06
001387116|Raykov, Tenko|An introduction to applied multivariate analysis||2008|0-8058-6375-3|eng|110 CM 4100 R266|03
001342564|Reesman, Jeanne Campbell|The Norton anthology of American literature|7th ed.|2007|0-393-92741-5|eng|110 HR 1910 R329|28
001436660|Rehbinder, Manfred|Urheberrecht|16., neu bearb. Aufl.|2010|978-3-406-59768-8|ger|110 PE 743 R345|09
001432293|Reichardt, Ulfried|Globalisierung||2010|978-3-05-004631-0|ger|110 EC 5410 R348|28
001413470|Reiff, Hermann|Polizeigesetz für Baden-Württemberg|6., vollständig überarb. Aufl.|2009|978-3-415-04313-8|ger|110 PN 361 R361|09
001133101|Reinecker, Hans|Grundlagen der Verhaltenstherapie|3., vollst. überarb. Aufl.|2005|3-621-27566-5|ger|110 CU 8500 R366 G889|03
000981647|Reinecker, Hans|Lehrbuch der klinischen Psychologie und Psychotherapie|4., vollst. überarb. und erw. Aufl.|2003|3-8017-1712-7|ger|110 CU 1000 R366|03
001367785|Reinfandt, Christoph|Englische Romantik||2008|978-3-503-09857-6|ger|110 HL 1131 R367|28
001640072|Rengier, Rudolf|Strafrecht - Besonderer Teil|15., neu bearb. Aufl.|2014|978-3-406-66063-4|ger|110 PH 3500 R412-2(15)|09
001640069|Rengier, Rudolf|Strafrecht - Besonderer Teil|16., neu bearb. Aufl.|2014|978-3-406-66064-1|ger|110 PH 3500 R412-1(16)|09
001621128|Rengier, Rudolf|Strafrecht, Allgemeiner Teil|5., neu bearb. Aufl.|2013|978-3-406-65258-5|ger|110 PH 3000 R412(5)|09
001515534|Reumuth, Wolfgang|Praktische Grammatik der spanischen Sprache|6., verb. Aufl.|2011|978-3-936496-34-5|ger|110 IM 3260 R444|30
001551659|Rheinberg, Falko|Motivation|8., aktualisierte Aufl.|2012|978-3-17-022189-5|ger|110 CP 3100 R469(8)|03
001583995|Richardi, Reinhard|Kollektives Arbeitsrecht|2. Aufl.|2012|978-3-8006-4284-7|ger|110 PF 600 R513(2)|09
000843265|Rickheit, Gert|Psycholinguistik||2002|3-86057-276-8|ger|110 ER 900 R539|27
